,stance1_successrate,stance2_successrate,stance3_successrate,stance4_successrate,stance5_successrate,stance6_successrate,stance7_successrate,stance8_successrate,stance9_successrate,stance10_successrate,stance11_successrate,stance12_successrate,stance13_successrate,stance14_successrate,stance1_steps,stance2_steps,stance3_steps,stance4_steps,stance5_steps,stance6_steps,stance7_steps,stance8_steps,stance9_steps,stance10_steps,stance11_steps,stance12_steps,stance13_steps,stance14_steps,stance1_rewards,stance2_rewards,stance3_rewards,stance4_rewards,stance5_rewards,stance6_rewards,stance7_rewards,stance8_rewards,stance9_rewards,stance10_rewards,stance11_rewards,stance12_rewards,stance13_rewards,stance14_rewards
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.43700666796186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,60,219,42,107,0,0,0,0,0,0,0,0,0,0,-21.73380906090462,-69.31289081655291,-22.041190663064416,-50.85894089069686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,55,146,54,89,0,0,0,0,0,0,0,0,0,0,-22.397354336171755,-60.63966855073071,-25.99639352691689,-44.792368963328606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,57,157,43,86,139,206,536,149,132,221,55,114,0,0,-22.542331326547018,-56.31914890373518,-22.05622856482494,-44.974674108479505,-60.59801746150438,-81.62849043113627,-363.00816882990756,-86.64643765420635,-76.17001787372101,-102.57108035488884,-48.30991099517251,-54.520072065088456,0.0,0.0
4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,61,303,39,99,51,96,590,168,403,245,517,83,0,0,-23.145002772007018,-100.06321134907807,-21.252469642051665,-49.244674568391,-24.86761695865889,-52.991468509516885,-440.1534981888684,-83.44831588978526,-216.73917914676133,-76.6099718826876,-210.6267041447234,-40.06355205874533,0.0,0.0
5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,60,397,41,115,84,0,0,0,0,0,0,0,0,0,-21.507186995144977,-134.8817630501505,-24.323161008432617,-61.87861482106962,-42.953054229336594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,394,38,114,59,97,45,191,489,186,685,86,423,102,-21.64065051097075,-118.99748381108732,-19.41607514993174,-53.52955626228611,-32.76455616534302,-71.41543550776437,-22.081018523312398,-100.43260002305557,-252.15053416245271,-93.65069756177269,-344.75957263867457,-51.14854639080149,-242.80652177256468,-39.84222994090826
7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,58,607,44,298,188,0,0,0,0,0,0,0,0,0,-23.545071408682833,-154.92088639957294,-23.13446144808771,-110.1140504810144,-70.31797562568194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.693847840996927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,50,266,37,109,47,93,294,84,414,184,456,0,0,0,-21.034020844780397,-93.59898947066014,-22.248474758150593,-61.75936867209339,-28.2091344371156,-48.49517914871323,-253.89061840541672,-45.233401322489726,-263.6821762432886,-73.39006884814404,-202.3160370696301,0.0,0.0,0.0
10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,52,139,54,83,186,164,44,179,0,0,0,0,0,0,-21.169380770501718,-62.773501411828356,-30.679868127909327,-50.65413621197123,-88.52937700323699,-73.23930411799572,-25.910821419840563,-99.29438199788395,0.0,0.0,0.0,0.0,0.0,0.0
11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,54,365,41,157,0,0,0,0,0,0,0,0,0,0,-21.996736112241877,-114.52700135930306,-21.74948605539136,-72.97391235123081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,61,448,34,101,120,0,0,0,0,0,0,0,0,0,-23.16862757304746,-125.98301903037876,-18.395414364325077,-50.0552503283578,-57.14950147669641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1,1,1,1,1,1,1,1,1,1,1,1,0,0,51,152,57,249,45,118,229,67,244,349,63,90,0,0,-21.25947476933164,-56.47662828761484,-31.409665065868374,-100.99279991893555,-23.321562768190645,-59.76134353950912,-103.89793144783428,-40.65799625488793,-133.37443736267957,-199.86790218702527,-54.77615477551156,-50.9382681781389,0.0,0.0
14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56,252,42,81,50,430,39,137,184,264,321,215,454,50,-21.622301064044862,-82.83080565761438,-20.42483225005188,-42.81289359807194,-24.978074982000727,-157.10185377126723,-18.494853649735553,-87.73298828300764,-125.9407231578764,-125.36236588746165,-168.62733147652028,-111.07532665058072,-248.09643447272688,-25.140333002415304
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,-99653.96775218278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,160,43,116,45,117,65,179,326,280,51,185,129,186,-22.52187955280289,-67.8035957709546,-22.726339826345406,-68.34231165752738,-25.29780442034818,-70.069178740509,-31.007104080739772,-80.23883568569961,-150.38858927874088,-114.99463184511421,-41.26194430442021,-78.7102899141534,-81.6510276179346,-81.11759825227965
17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,52,305,48,102,48,0,0,0,0,0,0,0,0,0,-21.78452615972028,-100.71695361105108,-29.859801907931622,-55.99522826869424,-24.14840947129554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,335,48,129,71,270,295,80,237,247,177,167,254,57,-20.95873514497269,-126.83636841841856,-31.270445457219253,-63.568883228516675,-32.713597557739696,-131.0360340991331,-217.2114104705998,-52.4805975148959,-142.02632423397856,-94.91372444902746,-85.810726912636,-76.21787984046284,-126.19699767754659,-26.710936385524537
19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,59,382,41,146,45,0,0,0,0,0,0,0,0,0,-21.534692715016334,-117.19962181046307,-23.575710156606377,-67.23617828769275,-22.468151210755842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,63,180,43,84,0,0,0,0,0,0,0,0,0,0,-23.00967369392503,-69.3361651748791,-21.218072428296164,-47.915657055408055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.03036297127957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,56,167,43,139,655,0,0,0,0,0,0,0,0,0,-21.868993937866577,-61.835480826183755,-21.540597706823526,-61.498097698054046,-233.8498970910502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1,1,1,1,1,1,1,1,1,1,0,0,0,0,51,351,41,102,45,181,181,53,503,388,0,0,0,0,-21.069791796876064,-111.64738261913642,-23.851846366459636,-55.65229624632872,-23.10922739811846,-81.57143946709967,-106.04938624739829,-29.072502387487766,-294.5975722361411,-220.20931752518163,0.0,0.0,0.0,0.0
24,1,1,1,1,1,1,1,1,1,1,1,1,0,0,56,145,51,93,51,272,163,66,254,548,171,186,0,0,-22.063268523684794,-57.697766586131415,-27.923571298730103,-52.81230473730029,-27.102057262468943,-122.96763847760278,-96.30201420273596,-44.68297958054884,-161.17899725853155,-181.4454600306366,-97.80627304975567,-93.9669595221288,0.0,0.0
25,1,1,1,1,1,1,1,1,0,0,0,0,0,0,53,423,43,106,43,222,240,85,0,0,0,0,0,0,-21.44728047511996,-116.40875239650413,-25.648886905475482,-53.4763051270929,-23.131411311064685,-107.00123323455091,-183.03755154383953,-49.094566489480385,0.0,0.0,0.0,0.0,0.0,0.0
26,1,1,1,1,1,1,1,1,1,1,0,0,0,0,51,199,272,103,149,102,198,71,291,384,0,0,0,0,-22.193840084589787,-84.527466922172,-121.95001708554852,-57.393505798499824,-68.57249047531305,-66.81129718637526,-103.68559073656591,-43.79356587891417,-142.08072291896292,-163.49024517432056,0.0,0.0,0.0,0.0
27,1,1,1,1,1,1,1,1,0,0,0,0,0,0,55,282,42,93,406,177,164,97,0,0,0,0,0,0,-23.107142128462286,-90.81095769802316,-23.24035538052277,-52.49466910448336,-188.38935800570695,-65.37838776776925,-104.90271749813998,-58.166464914628676,0.0,0.0,0.0,0.0,0.0,0.0
28,1,1,1,1,1,1,1,1,1,1,1,1,0,0,57,472,43,97,331,131,333,76,463,353,501,157,0,0,-22.157216036088005,-136.00721878622477,-23.748163655865106,-51.11821133928407,-142.20298007784513,-49.456772112435,-160.48401337229419,-47.475119153539055,-258.8683160285579,-149.60734852028526,-270.9782286506592,-76.31369589516467,0.0,0.0
29,1,1,1,1,0,0,0,0,0,0,0,0,0,0,54,320,41,102,0,0,0,0,0,0,0,0,0,0,-21.94811596801631,-104.48201204864412,-21.392912118431603,-54.39588074244887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1,1,1,1,1,0,0,0,0,0,0,0,0,0,56,228,50,454,43,0,0,0,0,0,0,0,0,0,-22.513786012256695,-81.01916832113007,-29.615263443232337,-168.1444076452784,-21.004804110376394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1,1,1,1,1,0,0,0,0,0,0,0,0,0,52,270,37,116,51,0,0,0,0,0,0,0,0,0,-21.775635861583503,-90.67848379585155,-21.22938852961555,-57.84462459444405,-27.47222326231547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,1,1,1,1,1,1,1,1,1,1,1,0,0,54,276,48,99,41,128,437,82,241,510,407,151,0,0,-21.81069746207494,-98.68129303563589,-28.27319608616844,-55.45736138205089,-20.512880544867933,-80.63684010003462,-213.01151638785004,-47.26557863448667,-173.30470728930544,-228.30568907518025,-215.43585205848,-78.52252585417612,0.0,0.0
33,1,1,1,1,1,0,0,0,0,0,0,0,0,0,56,434,36,119,112,0,0,0,0,0,0,0,0,0,-21.7341581593711,-138.19066176302596,-19.4338263190149,-52.112898232744996,-54.563800422000675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1,1,1,1,1,1,1,1,1,1,0,0,0,0,54,482,47,102,61,91,221,69,222,371,0,0,0,0,-21.864471104358124,-134.97449049007957,-26.92547333051706,-48.44954954012967,-30.215976232409183,-57.28985809863868,-126.21633380177327,-37.9829341047416,-138.90378463767144,-139.30288015342714,0.0,0.0,0.0,0.0
35,1,1,1,1,1,1,1,1,1,1,0,0,0,0,55,199,45,249,46,278,224,79,414,330,0,0,0,0,-23.768794206740417,-80.9875402146848,-26.14232146615877,-100.37670374476276,-23.13980503023544,-101.65974886300934,-163.45859707596665,-45.348179406010864,-232.12927074412156,-108.33612207447999,0.0,0.0,0.0,0.0
36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,416,51,116,44,254,335,169,169,643,54,227,223,98,-21.356721678571947,-140.11970052356398,-31.787401213516993,-65.839281165827,-22.868902191618883,-105.72036114858061,-174.89059582184262,-79.46893838739699,-110.0021155428755,-219.125062496479,-42.38865858035784,-79.4240643341298,-157.3444804381209,-52.58963868591204
37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.63864079632237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,159,84,231,32,100,234,57,212,34,74,230,153,196,-22.0571128143394,-69.92210729672908,-41.669405443425426,-94.23385139984867,-16.77809096977272,-59.09860645895863,-199.88507691497134,-31.637057802691995,-146.70355337616232,-15.122552438086004,-43.38478748711777,-140.58907062593156,-99.12568782553198,-112.65262248098581
39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,465,46,323,159,75,177,66,129,306,287,60,152,234,-21.999044672217426,-143.52190648079812,-28.82929885528206,-128.87404711657527,-81.3183927957718,-36.64691091933903,-98.02352111361466,-39.02504047129223,-80.92828469881374,-124.7656153521904,-117.03293278824039,-36.98281770406068,-81.6036501377256,-142.44524714834014
40,1,1,1,1,1,0,0,0,0,0,0,0,0,0,49,143,41,117,129,0,0,0,0,0,0,0,0,0,-21.127669997915934,-51.25498787041789,-23.209575663003957,-57.28380451825356,-74.67902079696061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1,1,1,1,1,0,0,0,0,0,0,0,0,0,54,353,45,97,53,0,0,0,0,0,0,0,0,0,-21.98776700229753,-108.9227208858062,-20.427805968337264,-51.43277794430727,-29.06977613686927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,48,230,0,0,0,0,0,0,0,0,0,0,0,0,-21.301983277915443,-91.32196057902348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1,1,1,1,1,1,1,1,1,1,1,1,0,0,49,159,50,103,191,70,233,62,274,219,44,136,0,0,-21.178785634376464,-67.02187150043007,-27.578786848870685,-54.18505138993019,-84.8754237954151,-43.256560307281724,-138.5380890763796,-40.181454760185275,-182.37898339837648,-96.5090712642236,-39.27490778995794,-76.37484836269665,0.0,0.0
44,1,1,1,1,0,0,0,0,0,0,0,0,0,0,54,177,73,149,0,0,0,0,0,0,0,0,0,0,-21.49263507002664,-71.08058753466688,-45.67092269156165,-74.22411929166324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1,1,1,1,1,0,0,0,0,0,0,0,0,0,52,304,41,121,112,0,0,0,0,0,0,0,0,0,-22.219257924909662,-112.54652708804441,-24.244671200580363,-64.28158653199945,-49.062681694001995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.183682718333014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1,1,1,1,1,0,0,0,0,0,0,0,0,0,56,409,51,115,111,0,0,0,0,0,0,0,0,0,-21.447231281457572,-132.46426251311192,-31.580537490704927,-58.462703366539884,-55.81380740428177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1,1,1,1,0,0,0,0,0,0,0,0,0,0,46,244,54,117,0,0,0,0,0,0,0,0,0,0,-20.297737837108322,-99.70609894707268,-33.74547103564845,-63.74275624333146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1,1,1,1,1,1,1,1,1,1,1,1,0,0,55,376,45,105,152,57,250,84,102,374,261,78,0,0,-22.982859687421517,-124.37422811837546,-25.98497932190818,-57.78814834405221,-84.21302332145551,-26.566053684137202,-123.12663776746534,-46.74675846066754,-62.12249444501598,-205.03792850068737,-103.72248628444471,-45.59309464063053,0.0,0.0
50,1,1,1,1,0,0,0,0,0,0,0,0,0,0,69,178,72,90,0,0,0,0,0,0,0,0,0,0,-23.989076763981966,-77.41032234797393,-40.558445389654636,-49.326971825837454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.250493330530443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1,1,1,1,1,1,1,1,1,1,0,0,0,0,64,228,56,131,47,96,320,79,374,204,0,0,0,0,-22.197557155415335,-84.69137689340798,-35.78746963144235,-74.54986571290408,-26.432616118454288,-53.08013666676582,-152.02626866657064,-45.20762485131178,-235.44826787384457,-96.69008639558189,0.0,0.0,0.0,0.0
53,1,1,1,1,1,1,1,1,1,1,0,0,0,0,52,496,41,123,44,114,305,82,419,100,0,0,0,0,-22.190847535974193,-159.31501848061498,-23.46623599065202,-62.5065418420381,-25.079275552405235,-71.03234514912322,-193.15028790246026,-48.457805145119835,-278.76662802540744,-57.20909084898205,0.0,0.0,0.0,0.0
54,1,1,1,1,1,0,0,0,0,0,0,0,0,0,60,311,38,97,44,0,0,0,0,0,0,0,0,0,-23.415518548585368,-87.07847251276223,-20.210070731063105,-47.75348562077542,-23.000675205759986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,241,48,117,147,109,190,94,412,284,152,420,123,185,-21.776031418029763,-83.77092092619156,-28.37883086559852,-62.7050435063731,-58.80890808405758,-58.206856086903294,-104.50021302200771,-56.16960197926015,-343.6792171984635,-127.43504597440607,-76.46699813383036,-156.7913834522586,-93.27973364237302,-88.7540782009067
56,1,1,1,1,1,1,0,0,0,0,0,0,0,0,59,180,122,97,38,81,0,0,0,0,0,0,0,0,-23.080750543527934,-68.32903800879991,-51.92204062952597,-46.25557516038866,-19.185152617591168,-52.82136295159488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,63,200,56,103,131,388,138,81,646,235,49,97,176,121,-22.7835755982684,-66.80833622690676,-39.796369279105384,-48.954203768017216,-72.23226767652025,-156.99740933807536,-102.61556593630374,-50.16842569366052,-372.46845574791644,-120.37150488033764,-40.247639177186954,-48.349208490752844,-110.90762356571989,-50.784918875411776
58,1,1,1,1,1,1,1,1,0,0,0,0,0,0,52,411,38,114,35,185,31,131,0,0,0,0,0,0,-22.935180875506234,-181.55954897550225,-21.651204896060754,-57.519575062434654,-19.35965498571353,-85.10942100304993,-14.821648919366197,-67.0623159576409,0.0,0.0,0.0,0.0,0.0,0.0
59,1,1,1,1,1,0,0,0,0,0,0,0,0,0,52,159,35,99,52,0,0,0,0,0,0,0,0,0,-23.100804928271412,-59.22523731207194,-19.096808428199473,-55.822249209609225,-28.820844162358068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1,1,1,1,1,1,1,1,0,0,0,0,0,0,53,232,42,86,180,172,365,141,0,0,0,0,0,0,-20.88329926151636,-77.61147639177679,-23.74283008724033,-47.78566642136501,-83.50013537596388,-88.27149427855943,-180.54675627856147,-77.4512466551199,0.0,0.0,0.0,0.0,0.0,0.0
61,1,1,1,1,1,1,1,1,0,0,0,0,0,0,55,281,33,89,48,408,317,76,0,0,0,0,0,0,-22.62995996643084,-105.15892759338888,-17.484220952435145,-46.42204791677451,-26.028448459262997,-234.03316352054614,-179.3190688290939,-46.321941660553954,0.0,0.0,0.0,0.0,0.0,0.0
62,1,1,1,1,1,0,0,0,0,0,0,0,0,0,62,404,39,92,55,0,0,0,0,0,0,0,0,0,-23.70384147992404,-120.2189329179189,-22.904462273135557,-47.87309139005588,-28.6683903253248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,186,41,135,130,78,112,121,265,405,216,191,343,197,-21.433679633854474,-83.265471560051,-18.26765844646687,-74.35450815907573,-71.83989947935169,-46.48926327425043,-70.37646193212548,-57.14964082072974,-131.72721760723834,-175.44216069207104,-106.00280846027921,-86.03101688861621,-326.11641877632536,-102.19071616401665
64,1,1,1,1,1,0,0,0,0,0,0,0,0,0,48,371,43,134,310,0,0,0,0,0,0,0,0,0,-21.796645931634025,-132.5451816834203,-28.407147290996477,-71.11161558965273,-144.8997167211658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,207,0,0,0,0,0,0,0,0,0,0,0,0,-21.905924961788063,-75.09733935251545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,213,35,99,315,148,169,68,434,412,419,179,139,88,-21.45536103605193,-83.4525660708636,-20.59420880679914,-58.776392470194914,-144.64306114764088,-59.88159489388027,-93.92252911185682,-45.254141112806394,-366.6506808767835,-172.84532221236205,-165.88073069766915,-76.87096290759442,-94.01685616029432,-41.48234996732341
67,1,1,1,1,1,0,0,0,0,0,0,0,0,0,51,355,43,112,44,0,0,0,0,0,0,0,0,0,-22.00991314427929,-122.2116928396227,-25.99585528496935,-62.145996412084095,-24.51608797517094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,1,1,1,1,1,1,1,1,0,0,0,0,0,0,48,182,40,105,47,393,45,209,0,0,0,0,0,0,-21.208154450674996,-71.2389703116469,-22.69072210416098,-61.56357065800568,-27.297511511306947,-198.75165751531048,-24.517111406541577,-102.87361684472377,0.0,0.0,0.0,0.0,0.0,0.0
69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,491,42,127,166,255,446,249,153,234,509,70,133,208,-22.386424648319586,-169.50773413493818,-24.48447661899737,-65.10326643536595,-87.84622651730531,-157.3945886517262,-228.7387980554402,-213.4284047623779,-84.69210959487263,-122.95104518008367,-226.29317895952815,-37.4275684871313,-78.77105567158351,-125.0314722122657
70,1,1,1,1,1,1,0,0,0,0,0,0,0,0,50,219,44,101,200,573,0,0,0,0,0,0,0,0,-21.728453187580605,-71.88072854625445,-25.686003506148836,-54.753535567692516,-113.22778204203337,-215.65389010315278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,1,1,1,1,1,1,1,1,1,0,0,0,0,0,53,369,45,90,144,110,236,68,290,0,0,0,0,0,-21.860436318339293,-131.33177749574958,-24.194213053388673,-45.85504945344434,-64.55602587429516,-58.28401749250088,-117.92700885098859,-40.82977537492665,-153.25713737950255,0.0,0.0,0.0,0.0,0.0
72,1,1,1,1,1,0,0,0,0,0,0,0,0,0,48,193,58,109,67,0,0,0,0,0,0,0,0,0,-20.77955188294176,-84.84952378907136,-32.31689637589666,-60.32507444050799,-41.66205206603009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,1,1,1,1,1,1,1,1,1,1,1,0,0,0,49,173,41,103,56,107,203,76,239,587,52,0,0,0,-21.36276865666547,-67.65127252246653,-19.02446145566702,-59.19942622313621,-34.350406234458106,-66.80517745081065,-110.26363167286456,-46.402878090484336,-145.7785587432463,-216.53487374898387,-37.94690909355417,0.0,0.0,0.0
74,1,1,1,1,1,1,0,0,0,0,0,0,0,0,54,145,43,106,59,89,0,0,0,0,0,0,0,0,-21.33262040398145,-49.52200174958487,-24.967971437090377,-53.9965553662171,-30.216647650072286,-57.383141890345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.954127080407947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,1,1,1,1,1,1,1,1,1,1,0,0,0,0,58,463,40,93,57,92,336,74,254,392,0,0,0,0,-21.838468316629964,-152.12544354457552,-22.245965582224013,-46.80322529803172,-29.47447795762368,-44.589801147989164,-179.73217938166704,-43.6451602476508,-150.86318233249318,-150.88249796723025,0.0,0.0,0.0,0.0
77,1,1,1,1,1,1,1,1,1,1,1,1,0,0,55,331,38,101,52,272,293,70,238,196,44,109,0,0,-21.72399459219276,-109.59666940332673,-15.105166452254409,-56.620242595640875,-27.326035385430032,-132.3680373853353,-218.5067486319203,-44.60191526917061,-158.92376602954474,-86.47315395046914,-35.221124472053184,-60.89847926614416,0.0,0.0
78,1,1,1,1,1,1,1,1,0,0,0,0,0,0,50,427,36,102,128,89,199,72,0,0,0,0,0,0,-21.735446855745206,-136.5747790000467,-20.04062164046101,-53.95087576953474,-57.713549551093514,-53.594488085804386,-100.6873721693016,-47.57311187016715,0.0,0.0,0.0,0.0,0.0,0.0
79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,54,199,0,0,0,0,0,0,0,0,0,0,0,0,-22.319741271804777,-90.1691091866428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,1,1,1,1,1,1,1,1,1,0,0,0,0,0,52,117,63,96,44,123,229,90,266,0,0,0,0,0,-21.830004195280573,-44.2149888750232,-40.88443904701788,-52.03623432894299,-21.814729162227458,-81.92534764673,-116.85780031917545,-48.87468775460432,-168.16984824855282,0.0,0.0,0.0,0.0,0.0
81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,154,71,99,55,193,335,78,120,247,411,202,490,89,-22.320936157812692,-61.00328306450458,-42.128316880999584,-51.684463296096624,-27.753336997952157,-77.013180478649,-194.54810301422634,-47.23372769601551,-76.94221751273149,-127.62524935203396,-223.5711125735306,-103.377090889494,-237.0898294423123,-41.08906831377247
82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,58,262,45,271,53,252,358,194,152,652,182,204,130,93,-21.322893087664056,-101.10008553425872,-29.001192048800874,-119.70481219689168,-27.85365837682888,-123.04184219074664,-183.63035195880175,-110.7435730758864,-106.18977451200757,-306.61094411394197,-100.47858578292285,-99.7801266979153,-91.1984981504189,-60.538212661164046
83,1,1,1,1,1,0,0,0,0,0,0,0,0,0,48,137,29,104,61,0,0,0,0,0,0,0,0,0,-21.883015015714875,-56.314702849825665,-12.511212641998124,-58.92312912971018,-36.542163015531386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,258,39,109,169,83,154,97,437,215,264,132,163,176,-21.065225298179783,-100.14908458673385,-24.017663899370714,-58.55691701099471,-77.26329540408945,-43.17515565436832,-100.92566209713533,-56.6402084475943,-247.04860791130818,-95.12627377545951,-128.04365251360045,-67.46687410129584,-89.97851835972973,-90.96839329973653
85,1,1,1,1,1,1,1,1,1,1,0,0,0,0,58,223,50,90,188,120,88,181,293,260,0,0,0,0,-22.112515549493505,-72.3740148658559,-23.228901178641227,-47.92778760347673,-100.71681839883088,-62.84840916421585,-58.723807855426664,-111.50487544437564,-176.89512414396867,-97.67245648671894,0.0,0.0,0.0,0.0
86,1,1,1,1,1,1,1,1,0,0,0,0,0,0,54,350,39,146,111,102,324,70,0,0,0,0,0,0,-22.759564741532888,-131.27673646663945,-23.503975606826387,-70.36267067910225,-59.19506306904672,-67.06557240486018,-178.362557525416,-44.28956814216615,0.0,0.0,0.0,0.0,0.0,0.0
87,1,1,1,1,1,1,1,1,1,1,1,1,0,0,53,196,28,259,267,135,171,65,264,631,51,105,0,0,-22.338220206472347,-92.53330328227533,-12.054297658726979,-119.27387774606716,-126.17326451698814,-48.17381896795149,-97.13875039362621,-47.06069627327508,-142.34325219087782,-298.9440516825029,-19.868645904829616,-45.19558278658794,0.0,0.0
88,1,1,1,1,1,0,0,0,0,0,0,0,0,0,51,275,50,113,221,0,0,0,0,0,0,0,0,0,-21.19594554154777,-94.6558321849593,-30.344267739845527,-61.98932055623691,-102.09112996007599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
