,stance1_successrate,stance2_successrate,stance3_successrate,stance4_successrate,stance5_successrate,stance6_successrate,stance7_successrate,stance8_successrate,stance9_successrate,stance10_successrate,stance11_successrate,stance12_successrate,stance13_successrate,stance14_successrate,stance1_steps,stance2_steps,stance3_steps,stance4_steps,stance5_steps,stance6_steps,stance7_steps,stance8_steps,stance9_steps,stance10_steps,stance11_steps,stance12_steps,stance13_steps,stance14_steps,stance1_rewards,stance2_rewards,stance3_rewards,stance4_rewards,stance5_rewards,stance6_rewards,stance7_rewards,stance8_rewards,stance9_rewards,stance10_rewards,stance11_rewards,stance12_rewards,stance13_rewards,stance14_rewards
249,1,1,1,1,1,1,1,1,0,0,0,0,0,0,54,176,48,179,689,222,251,69,0,0,0,0,0,0,-22.2918499985955,-72.03179577681723,-17.065695616692263,-87.69340229436804,-290.1914347532562,-94.72609265515136,-162.0722355318051,-49.26895086249941,0.0,0.0,0.0,0.0,0.0,0.0
250,1,1,1,1,1,1,1,1,1,1,0,0,0,0,51,346,43,107,55,90,160,218,232,243,0,0,0,0,-21.24714170439416,-117.75910659798122,-26.022835622054355,-60.65702396657183,-31.343570167323314,-47.47625735412942,-69.15115099365009,-151.99543743530828,-145.2888898720683,-136.831504568047,0.0,0.0,0.0,0.0
251,1,1,1,1,1,1,1,1,1,1,1,1,0,0,50,166,47,101,42,358,485,86,475,664,295,128,0,0,-21.795767389754577,-74.88822802996985,-27.569655107303333,-53.98121086559282,-22.039151362439593,-175.48140654749903,-219.54204949483568,-53.39022092737255,-239.06579543572568,-291.6931693458801,-106.89362181619562,-52.843351435726966,0.0,0.0
252,1,1,1,1,1,1,1,1,0,0,0,0,0,0,51,209,46,132,83,203,593,58,0,0,0,0,0,0,-21.80659137938392,-84.37469533739784,-28.073886562784892,-70.82149845834854,-46.87864201222481,-102.42576864948906,-478.22252363585403,-38.86198162191535,0.0,0.0,0.0,0.0,0.0,0.0
253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,217,43,103,51,91,475,68,236,352,97,219,132,82,-23.02552069569225,-86.05198066014553,-22.97058616650601,-58.845265323736555,-30.015231244274236,-59.292144081122565,-250.3014739877902,-40.40752862545089,-152.74502579774148,-162.41671430789071,-51.977535843917906,-103.56678191764786,-86.36205499639759,-42.414189079151775
254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,149,54,88,43,134,213,67,147,195,58,104,161,62,-21.014701515416384,-64.691600825348,-31.27750210241565,-50.6984575081973,-24.24865775223877,-81.86815881521791,-126.03864404708192,-43.03277162103856,-111.19204360795993,-80.40160332304193,-44.69960260829734,-50.51040487017238,-122.30006486699128,-29.727687319702536
255,1,1,1,1,1,1,1,1,1,1,1,1,0,0,51,193,34,98,44,627,42,178,196,520,63,250,0,0,-21.839598611880827,-70.79874827909366,-18.083110066913463,-53.89751814597628,-23.48928945269277,-282.77141167351294,-20.39544748336085,-89.21324917659945,-131.03080509685168,-197.26269982550255,-51.57386859511357,-95.96317453791355,0.0,0.0
256,1,1,1,1,0,0,0,0,0,0,0,0,0,0,57,160,56,111,0,0,0,0,0,0,0,0,0,0,-22.849273949973686,-66.85193854878071,-33.668063488307666,-63.71522077612594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,1,1,1,1,1,1,1,1,1,1,1,1,0,0,52,186,60,99,197,247,223,83,516,268,60,132,0,0,-22.25254323998381,-75.89745219281234,-33.17551782291595,-54.30064473354614,-87.03113240402553,-108.43333408489657,-173.52586161932902,-51.622936161280165,-249.14145127485662,-141.10560848159844,-43.72199466105754,-51.693449122757585,0.0,0.0
258,1,1,1,1,1,1,1,1,1,1,1,1,0,0,51,189,50,89,45,235,285,78,246,109,214,99,0,0,-21.86699217260346,-67.13099396976348,-28.277683257369027,-51.968323902897254,-24.674212478053104,-124.68062528604067,-215.20520229051286,-48.34589346015269,-149.8180787493269,-56.80088013389637,-135.91944165172774,-59.15482151518166,0.0,0.0
259,1,1,1,1,1,1,1,1,1,1,1,1,0,0,55,248,39,89,52,90,257,54,576,406,281,69,0,0,-22.19696007049164,-78.38179851236649,-19.981507126132062,-49.54433736182871,-29.602066223000115,-49.60001338421818,-149.98542385652377,-31.166439783495754,-384.1979729684976,-176.94846432386504,-132.8445778120917,-41.12387628510208,0.0,0.0
260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.048375425444508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,1,1,1,1,1,1,1,1,1,1,1,1,0,0,57,170,47,105,163,79,52,127,378,352,125,352,0,0,-23.20742277068119,-66.76244079436925,-13.501933739664114,-46.2026882230938,-71.5527183528003,-46.58539617992707,-34.045419019764566,-68.3823546758317,-213.53669577301346,-120.77342217691421,-60.50917060291714,-139.2246477726155,0.0,0.0
262,1,1,1,1,1,1,1,1,1,1,0,0,0,0,56,232,41,93,165,66,174,77,495,78,0,0,0,0,-21.613296389977403,-78.64103457008589,-23.156517146798866,-47.3208792139467,-93.27110230159339,-39.44496723691494,-88.28572706233271,-46.14259417803933,-250.8039462006388,-42.185288396744035,0.0,0.0,0.0,0.0
263,1,1,1,1,0,0,0,0,0,0,0,0,0,0,52,248,35,142,0,0,0,0,0,0,0,0,0,0,-22.235080228526545,-73.39556103039769,-19.068267441194347,-66.74130734084986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,1,1,0,0,0,0,0,0,0,0,0,0,0,0,58,189,0,0,0,0,0,0,0,0,0,0,0,0,-22.677523991067023,-69.7083608737305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,1,1,1,1,1,0,0,0,0,0,0,0,0,0,59,169,203,81,38,0,0,0,0,0,0,0,0,0,-22.114357854200577,-63.56887183418972,-78.79581123116097,-48.04565389924666,-19.197588235462078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,146,0,0,0,0,0,0,0,0,0,0,0,0,-21.03570461929246,-64.66704217858471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,1,1,1,0,0,0,0,0,0,0,0,0,0,0,76,250,39,0,0,0,0,0,0,0,0,0,0,0,-23.724059831321664,-85.31726653791563,-17.059556758416768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,1,1,1,1,1,1,1,1,1,0,0,0,0,0,52,126,29,126,262,85,150,82,305,0,0,0,0,0,-21.8605381264477,-52.17974463537105,-11.63515091539483,-67.32643375357837,-128.41615465324415,-46.63473091325723,-71.07584790929567,-51.246660202189275,-192.22354599573316,0.0,0.0,0.0,0.0,0.0
269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,411,31,104,50,492,252,75,418,392,22,163,188,247,-22.777278486258385,-138.13842879308152,-14.344761031965646,-60.930394334901735,-29.364551039422665,-267.1856415456674,-147.08932009186802,-43.97147737454728,-305.44168677470657,-157.3680285050498,-7.45811249214968,-74.32323610043292,-128.23439317323934,-90.7199502186298
270,1,1,1,1,1,0,0,0,0,0,0,0,0,0,49,416,45,103,49,0,0,0,0,0,0,0,0,0,-21.700860312046192,-132.40721321287413,-25.446869570496876,-57.01040593963437,-26.651025820569988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,116,26,95,54,84,180,89,213,217,177,92,196,165,-21.05316724745695,-47.955060783678015,-10.946579086102295,-50.89425165904933,-28.07677298486508,-37.25482217300036,-108.23270542520373,-45.73280910001392,-113.68363757402781,-99.58043957090747,-94.68710635431873,-47.878772540156014,-126.87181299009951,-63.55662576575066
272,1,1,1,1,1,1,1,1,1,1,0,0,0,0,57,433,39,111,47,105,309,71,269,570,0,0,0,0,-21.93758287712284,-113.37145885244796,-21.17775733718688,-58.528579787937915,-26.09554144852267,-68.53329069074462,-169.41845070105649,-37.996225332384356,-177.73836499498128,-222.1895029256408,0.0,0.0,0.0,0.0
273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.735450202640543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,1,1,1,1,0,0,0,0,0,0,0,0,0,0,63,143,257,159,0,0,0,0,0,0,0,0,0,0,-22.762665361415426,-62.41610098678738,-108.61657334747686,-73.58560102893912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,1,1,1,1,1,0,0,0,0,0,0,0,0,0,53,66,236,328,276,0,0,0,0,0,0,0,0,0,-22.027299475573813,-28.664867511709556,-133.70194524652055,-137.54065340435324,-122.60852997693841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,1,1,1,1,1,1,1,1,1,1,0,0,0,0,53,273,34,81,151,456,176,69,491,382,0,0,0,0,-21.35361756109831,-77.06769734651202,-18.48001832897782,-42.625869945253676,-58.72606508549299,-213.68252647608634,-99.96164679982226,-48.30015876323883,-260.4544710421722,-145.57133330599942,0.0,0.0,0.0,0.0
277,1,1,1,1,1,1,0,0,0,0,0,0,0,0,73,399,51,105,60,134,0,0,0,0,0,0,0,0,-23.86331626888226,-129.09196063589332,-31.87404063058071,-59.75983405716869,-35.89836378873579,-85.47607454563037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,1,1,1,1,0,0,0,0,0,0,0,0,0,0,51,221,34,81,0,0,0,0,0,0,0,0,0,0,-22.077902320754244,-76.0023548527906,-16.139813570375146,-44.262016988851066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,1,1,1,1,1,1,1,1,1,1,1,1,0,0,55,207,80,107,74,60,192,186,280,419,51,73,0,0,-22.81236214656213,-74.76387502118209,-26.873718413703124,-57.403431212743826,-45.1505880137381,-37.3629265754994,-106.3771390926832,-112.80166483744914,-160.76920959466355,-145.618201881015,-45.8098787178384,-31.16591385349475,0.0,0.0
280,1,1,1,1,1,1,1,1,1,1,0,0,0,0,52,276,42,165,299,91,148,309,174,249,0,0,0,0,-21.104678033477438,-100.49591942706293,-28.992551249157753,-85.47584905767498,-130.1161852262797,-43.82199622046095,-96.99668869904029,-200.95580911025672,-115.8892425822176,-105.16845524259618,0.0,0.0,0.0,0.0
281,1,1,1,1,0,0,0,0,0,0,0,0,0,0,74,334,1,123,0,0,0,0,0,0,0,0,0,0,-24.039810553611584,-132.15248491024815,-0.2339266668230976,-61.845980281405026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.80678326965635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,261,69,112,271,104,347,214,409,491,156,199,163,190,-22.979216937257796,-103.73421721801729,-32.08439497628676,-54.39947859773493,-95.62339828811628,-36.95383893165326,-275.76993140572466,-100.02642997406956,-249.2703595078895,-184.748995797995,-77.02174398274062,-100.8762957770697,-126.94412369235052,-107.6922742155707
284,1,1,1,1,1,0,0,0,0,0,0,0,0,0,51,178,37,269,34,0,0,0,0,0,0,0,0,0,-22.620015672214002,-66.58498736670808,-20.319650214899454,-115.66419087289943,-18.768277303301197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,1,1,1,1,1,1,1,1,0,0,0,0,0,0,50,184,45,122,150,194,242,72,0,0,0,0,0,0,-20.95960733564115,-75.07601908685025,-26.396475141818208,-62.00069696944717,-94.8131079028127,-66.59497202349006,-160.80684674131075,-47.076727065927685,0.0,0.0,0.0,0.0,0.0,0.0
286,1,1,0,0,0,0,0,0,0,0,0,0,0,0,48,127,0,0,0,0,0,0,0,0,0,0,0,0,-20.974382624993527,-49.94351388783269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,1,1,1,1,1,1,1,1,0,0,0,0,0,0,50,318,48,126,51,228,225,81,0,0,0,0,0,0,-21.482497241395045,-109.61029332095133,-29.134574392867904,-66.53239800984768,-25.331152203907454,-97.7543786689013,-142.19897547567334,-47.51811983579015,0.0,0.0,0.0,0.0,0.0,0.0
288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,392,36,128,39,299,375,65,356,324,318,217,541,101,-22.3469846543477,-133.3322514439595,-22.89442972383829,-67.31423933062113,-21.298632849703377,-144.24063958088618,-196.97219245650567,-42.06006841394693,-196.5818427326868,-142.25988893074873,-145.44370673711325,-91.68015374811432,-528.461569983156,-56.39773594861251
289,1,1,1,1,1,1,1,1,1,1,1,1,0,0,49,127,40,98,56,317,174,76,263,506,166,81,0,0,-21.472321720118295,-54.48875012234025,-21.66655431219232,-56.9904230426671,-30.183751484446034,-126.9603339397843,-92.01979149932139,-44.17023610622897,-151.32077079099014,-182.69968514886273,-100.22758416809735,-50.74140467510877,0.0,0.0
290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,400,45,102,148,94,352,75,288,193,58,102,231,86,-21.805201042894097,-122.37564625112992,-23.320935538929778,-44.87820281272257,-55.39973931359381,-55.96326864860787,-173.59040874093978,-52.123715221010926,-158.68556413201637,-92.26422409379188,-47.84430249277205,-45.290681295323296,-122.34406993292258,-35.010518662247684
291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,72,212,138,108,154,77,448,143,486,428,178,208,264,86,-22.849837567979062,-95.32600737755321,-73.2578135320096,-57.954361591157316,-79.21310713511882,-46.58398898354499,-307.9170810800685,-74.71899852964643,-273.7467986062653,-146.4070086815756,-82.37404274869537,-77.64332013686025,-119.61448086362928,-43.92098234923333
292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,291,45,430,54,550,164,132,261,597,47,170,169,180,-21.937016609503218,-96.84027906270478,-28.298871313846437,-185.50552909864257,-27.990618571422278,-173.0136798661282,-85.9437416178526,-60.525099207585555,-198.03094024247707,-196.08322495773456,-31.208633124484976,-71.85960002592701,-111.49532937288464,-71.75446347946956
293,1,1,1,1,1,1,0,0,0,0,0,0,0,0,52,377,37,114,55,108,0,0,0,0,0,0,0,0,-20.544658439861713,-127.69288952313418,-19.327162242480583,-59.12901009219548,-29.42684758368093,-62.3766289048935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,-99570.13347008644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83,174,39,292,109,214,211,80,194,655,81,68,480,86,-24.0283603346984,-76.89039802184612,-20.73641390810538,-102.52602251810634,-53.82979596202207,-104.68188395028201,-188.10159855059408,-52.585255033718134,-110.75795664998834,-207.82979827932814,-35.976279277164075,-38.481049246779335,-343.7582149991445,-41.67426352924803
296,1,1,1,1,1,1,1,1,1,1,0,0,0,0,71,172,52,113,198,165,311,74,276,344,0,0,0,0,-24.21331025719109,-83.44125429350282,-23.057901311843324,-60.54145346848136,-97.82662305335771,-64.21040567135074,-192.115801736228,-48.407507774591444,-175.09977809535005,-132.98645646881607,0.0,0.0,0.0,0.0
297,1,1,1,1,1,1,1,1,0,0,0,0,0,0,52,152,48,110,93,73,255,86,0,0,0,0,0,0,-22.901405704186743,-59.63412524005089,-24.89009043504734,-61.0017022659283,-47.04118717684972,-38.45746540831905,-136.92374930157803,-51.62795562068624,0.0,0.0,0.0,0.0,0.0,0.0
298,1,1,1,1,1,0,0,0,0,0,0,0,0,0,53,422,35,99,163,0,0,0,0,0,0,0,0,0,-22.110322312118118,-143.86909901718482,-16.50944658289622,-49.96530353162733,-67.72526264189239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,1,1,1,1,1,0,0,0,0,0,0,0,0,0,48,339,41,113,43,0,0,0,0,0,0,0,0,0,-20.406408151014315,-103.20166966748829,-20.150235295338003,-60.37587485126764,-22.116690297863865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,1,1,1,1,1,0,0,0,0,0,0,0,0,0,56,469,44,104,326,0,0,0,0,0,0,0,0,0,-22.52251754182389,-150.86881410410325,-27.524823951851374,-54.87218469078345,-137.41968237514243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,188,81,100,155,237,266,60,671,353,141,66,127,63,-22.599080251467328,-59.27164540101447,-33.687386406444936,-50.2178142302188,-75.41094205401885,-97.05579460824684,-191.49661761170444,-39.06115673302011,-385.765908733354,-128.09323093541107,-53.87712053979657,-39.83535255217298,-79.6530827832999,-32.395846248739055
302,1,1,1,1,1,1,1,1,1,0,0,0,0,0,57,218,50,113,52,99,245,108,119,0,0,0,0,0,-22.28128896698899,-107.10379219998666,-28.784028075186466,-62.781408145290236,-26.432670286077432,-67.94546155630962,-182.45325821576532,-45.75811382362584,-69.91945225969978,0.0,0.0,0.0,0.0,0.0
303,1,1,0,0,0,0,0,0,0,0,0,0,0,0,58,220,0,0,0,0,0,0,0,0,0,0,0,0,-22.12051442554276,-102.33544733536513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,1,1,1,1,1,1,1,1,1,1,1,1,0,0,51,130,61,113,52,269,74,183,336,245,141,168,0,0,-21.29278120360864,-54.35490642194314,-34.69456192448133,-63.44911718347103,-28.759674702288066,-121.88198936029298,-26.61248479821032,-103.91555008655486,-219.6491823197732,-90.84523245391232,-77.79520902352374,-91.80634434716058,0.0,0.0
305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,167,73,98,43,107,680,62,229,200,136,51,210,437,-20.8753291048339,-76.16156804075707,-38.65625561268551,-56.842836322007955,-25.38894294029592,-70.39052360706414,-418.4022696326531,-38.26325522459603,-138.05589519469265,-82.68705880033323,-78.41367942237294,-32.17797775833112,-121.13258034099181,-235.34173934445832
306,1,1,1,1,1,1,1,1,1,1,1,1,0,0,47,286,35,94,51,216,264,83,384,234,58,123,0,0,-20.720250285326742,-103.0805340252207,-16.371409780737896,-53.36781546124296,-26.879666138986316,-98.767813322962,-185.58158521719258,-48.2784379257346,-168.67806546850017,-106.97574989620395,-51.590074937170606,-58.58987160009201,0.0,0.0
307,1,1,1,1,1,1,1,1,0,0,0,0,0,0,54,385,38,90,157,89,251,71,0,0,0,0,0,0,-21.693674005428843,-118.6165303808491,-17.482264921832453,-43.00171209752329,-79.78020926871947,-46.39995783440179,-153.23069766817412,-44.189022164996786,0.0,0.0,0.0,0.0,0.0,0.0
308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,280,52,98,54,68,74,219,309,229,56,92,291,55,-21.232108782172173,-101.10178031368523,-25.699923441372352,-51.91891863529445,-31.33020933709074,-34.37735005845478,-49.748933293775664,-115.32925641287385,-195.6174039943493,-116.02748312749569,-47.2837056124146,-44.267709648541874,-177.38047948141025,-24.041684445772272
309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56,457,36,88,158,162,145,81,301,505,85,60,275,251,-22.546499798851354,-160.72578706067895,-19.70984315817503,-42.443950036773344,-66.87863875404811,-58.1333323720194,-84.80134553572941,-50.71290471018841,-144.01040836576854,-187.28642195395102,-38.23421713806168,-35.75191848087484,-119.90500459140237,-90.7792989421524
310,1,1,1,1,1,0,0,0,0,0,0,0,0,0,57,444,50,100,165,0,0,0,0,0,0,0,0,0,-22.555797904517668,-134.64772281665068,-32.93109571704657,-54.453153331132214,-74.05313660382538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.858431165741543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,1,1,1,1,1,1,1,1,1,1,1,1,1,0,50,180,45,133,101,270,305,79,429,214,214,142,640,0,-21.07193718670034,-76.40165556913664,-28.467084452216962,-67.70388292694874,-53.88783510852211,-127.03845443786615,-193.29394470090654,-52.00877164686144,-288.69445478368823,-79.45502582440407,-116.79724979291065,-75.03536389979128,-295.86551181267794,0.0
313,1,1,1,1,1,1,1,1,1,1,1,0,0,0,50,179,40,100,58,171,469,81,359,377,82,0,0,0,-22.45095295155758,-85.08550366921817,-20.825178975453394,-53.788607335243775,-31.70762629973665,-83.92079594106289,-297.7176131557807,-50.285675229592066,-236.63736536297276,-140.9681444032621,-22.853907793728137,0.0,0.0,0.0
314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.098368356855477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,1,1,1,1,1,0,0,0,0,0,0,0,0,0,74,183,76,516,37,0,0,0,0,0,0,0,0,0,-23.06842673815896,-81.15353237363742,-45.0095750420802,-184.68447402534468,-17.270970579275115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,1,1,1,1,1,1,1,1,1,1,1,0,0,0,50,255,39,116,143,98,405,79,302,193,204,0,0,0,-21.05203097500667,-98.97191287693076,-23.626690236449093,-65.15009026021656,-65.82770284101208,-44.73812917959769,-224.72911441191815,-53.72767933098447,-144.20360554917826,-102.70721344388768,-116.39986544716079,0.0,0.0,0.0
317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55,421,35,108,51,430,198,90,526,261,428,107,205,665,-21.94502724326078,-192.97659367570418,-19.166403317469726,-58.348177871054936,-26.530136361532733,-189.96211061864489,-148.248874264771,-48.92604126776933,-306.71697116832706,-93.70270747379259,-198.31279589039576,-56.472426318730626,-119.84642473727226,-271.4073718350934
318,1,1,1,1,1,1,1,1,1,1,1,1,0,0,52,321,32,126,36,84,86,81,118,656,51,106,0,0,-23.001858686221052,-104.84951916815643,-16.1640777787089,-62.66740902407338,-19.918013201458486,-45.669755271984656,-63.05852271343281,-47.805694468581976,-75.9575167502583,-215.72199275657476,-40.95422922625286,-76.94926613631792,0.0,0.0
319,1,1,1,0,0,0,0,0,0,0,0,0,0,0,51,135,58,0,0,0,0,0,0,0,0,0,0,0,-21.176343407943165,-46.644546742972885,-26.62192576037657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,1,1,1,1,1,1,1,1,0,0,0,0,0,0,58,558,59,120,56,118,225,73,0,0,0,0,0,0,-22.99540063453879,-186.11628342976118,-30.408476159139546,-60.95693900039839,-28.519402957323088,-68.26173844280923,-134.46208565968186,-40.197784393176335,0.0,0.0,0.0,0.0,0.0,0.0
321,1,1,1,1,1,1,1,1,1,1,1,1,0,0,107,413,47,139,186,74,340,77,506,231,133,136,0,0,-30.329280444400265,-139.68917075670672,-31.33528403522658,-67.9491344089466,-89.14096008933443,-39.54592882381333,-199.41224115996513,-49.64408816490562,-272.0396989032387,-106.07613172491119,-74.43018513461398,-62.734723951421444,0.0,0.0
322,1,1,1,1,1,1,1,1,1,1,1,0,0,0,53,240,47,108,163,59,237,205,390,212,274,0,0,0,-21.06561205457174,-76.8229609524313,-28.61724928144453,-54.33796910895146,-90.8633596750452,-27.666881397420543,-133.7655179792082,-99.33252603721768,-354.6263785247549,-112.76264429963615,-154.8956648325979,0.0,0.0,0.0
323,1,1,1,1,1,1,0,0,0,0,0,0,0,0,54,519,42,129,127,89,0,0,0,0,0,0,0,0,-22.80498826144741,-147.21537432410335,-23.941503779634207,-63.7597125969815,-64.5749433244906,-55.624599931558414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,1,1,1,1,1,1,0,0,0,0,0,0,0,0,52,224,68,99,165,83,0,0,0,0,0,0,0,0,-21.460009278703023,-80.61031054890296,-39.48646577612001,-57.55120460386277,-100.2763417155989,-51.98521049222488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,-99362.76765555283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,1,1,1,1,1,0,0,0,0,0,0,0,0,0,56,173,43,101,46,0,0,0,0,0,0,0,0,0,-23.55349484368118,-70.33962404625,-22.38709580479745,-50.502700707898256,-24.79832311233835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,1,1,1,1,1,0,0,0,0,0,0,0,0,0,56,435,53,103,49,0,0,0,0,0,0,0,0,0,-22.054057855313147,-131.73201871559607,-31.618295065627304,-53.44626682174246,-24.719553723240704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,1,1,1,1,1,1,1,1,1,1,1,1,0,0,52,360,35,100,256,102,104,165,437,284,380,302,0,0,-21.59883727817931,-142.25338277932633,-20.747528226624713,-54.565618751230545,-137.47628067566103,-44.396943787791095,-101.051996771576,-76.83658992705205,-238.75490889795128,-99.0002072545182,-170.10203895581625,-199.4539889216755,0.0,0.0
329,1,1,0,0,0,0,0,0,0,0,0,0,0,0,56,175,0,0,0,0,0,0,0,0,0,0,0,0,-21.96777588525247,-63.79453821745103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,1,1,1,1,0,0,0,0,0,0,0,0,0,0,53,181,41,97,0,0,0,0,0,0,0,0,0,0,-21.898216037745296,-78.64974304242949,-19.574944609831682,-57.92934653741654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,1,1,0,0,0,0,0,0,0,0,0,0,0,0,56,187,0,0,0,0,0,0,0,0,0,0,0,0,-23.02783645183413,-85.8630306127264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,1,1,1,1,1,1,1,1,1,1,0,0,0,0,60,365,36,87,43,424,142,67,614,578,0,0,0,0,-22.17056173555054,-108.06559909179065,-17.116722824943484,-46.97537711960244,-22.836136927383517,-221.0521608451496,-105.5624830061245,-45.23912082707237,-499.993029952928,-208.6039011519786,0.0,0.0,0.0,0.0
333,1,1,1,1,0,0,0,0,0,0,0,0,0,0,58,216,51,246,0,0,0,0,0,0,0,0,0,0,-23.848550444859494,-82.10020008733758,-29.73365420125864,-98.84624940499998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,1,1,1,1,1,1,1,1,0,0,0,0,0,0,57,592,42,118,52,104,183,42,0,0,0,0,0,0,-22.269970798075292,-167.50562153333902,-23.127754011979142,-57.189822258744606,-26.47992204853123,-58.39118154388648,-115.46071727799999,-21.732801098133237,0.0,0.0,0.0,0.0,0.0,0.0
335,1,1,1,1,1,1,1,1,0,0,0,0,0,0,54,314,40,119,55,105,397,72,0,0,0,0,0,0,-21.968864263801187,-118.80471059830796,-21.812575103863075,-55.81320929594521,-27.740233959735214,-64.44638796095497,-279.08824243503244,-43.162132848083864,0.0,0.0,0.0,0.0,0.0,0.0
336,1,1,1,1,0,0,0,0,0,0,0,0,0,0,58,334,42,109,0,0,0,0,0,0,0,0,0,0,-22.516463918043318,-97.26016466424987,-24.465902773796415,-56.09273402005648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
