,stance1_successrate,stance2_successrate,stance3_successrate,stance1_steps,stance2_steps,stance3_steps,stance1_rewards,stance2_rewards,stance3_rewards
2922,1,1,1,56,47,132,-23.951579674204407,-14.649637636885668,-25.78511461448563
2923,1,0,0,56,201,0,-24.754193806715744,-120.49222996560563,0.0
2924,1,1,1,49,22,68,-22.086460970637447,-5.94108626234932,-12.911341138179392
2925,0,0,0,201,0,0,-53.70832809736243,0.0,0.0
2926,1,0,0,51,201,0,-22.723949014531982,-146.8352597136183,0.0
2927,1,0,0,114,201,0,-32.15948964599389,-180.46012968379065,0.0
2928,1,0,0,49,201,0,-23.49784427499981,-234.7750049645947,0.0
2929,1,0,0,54,201,0,-24.452092307176144,-118.10236281447719,0.0
2930,1,0,0,53,201,0,-26.890163232816832,-175.24255810712944,0.0
2931,1,0,0,52,201,0,-21.875053671722842,-118.99467577674704,0.0
2932,1,1,1,51,36,107,-23.41007124489932,-10.604906644016264,-25.751421293684498
2933,1,1,1,55,29,116,-25.84772822529003,-7.000469494106213,-25.28238752423412
2934,1,0,0,49,201,0,-22.249240353779324,-138.7114284134894,0.0
2935,1,0,0,52,201,0,-23.620680389433538,-301.29560045816095,0.0
2936,1,0,0,52,201,0,-23.71713970232761,-174.10042934075713,0.0
2937,1,0,0,55,201,0,-25.086133495148815,-125.429484193294,0.0
2938,1,1,1,55,37,103,-20.44647421077775,-10.679830531767896,-29.458722156455188
2939,1,0,0,53,201,0,-24.37845070017375,-122.84813532208388,0.0
2940,1,1,1,49,31,114,-22.962361028058673,-8.277759859365903,-24.974261977420163
2941,1,1,1,53,23,124,-26.06511772239886,-6.190987838481429,-35.505039039217
2942,1,0,0,48,201,0,-24.066714728830945,-130.49716995287088,0.0
2943,1,0,0,54,201,0,-23.824806861543752,-173.86401769958638,0.0
2944,1,0,0,51,201,0,-22.721139400073405,-118.44715156215219,0.0
2945,1,0,0,47,201,0,-23.376547426109028,-161.22333376101915,0.0
2946,1,0,0,55,201,0,-26.181668798842338,-133.40086485499293,0.0
2947,1,0,0,52,201,0,-22.08246094001813,-120.28661817535179,0.0
2948,1,1,1,58,42,110,-24.614049752375635,-12.323810256590232,-24.143581402913398
2949,1,0,0,53,201,0,-24.575893743441277,-128.00361817289743,0.0
2950,1,0,0,50,201,0,-23.370847210651238,-124.4743598124241,0.0
2951,1,0,0,173,201,0,-39.17212727237543,-116.1282188007832,0.0
2952,1,0,0,51,201,0,-24.978454722264843,-140.54677709205137,0.0
2953,0,0,0,201,0,0,-57.3481069018194,0.0,0.0
2954,1,0,0,50,201,0,-24.03322621476698,-117.43143916286205,0.0
2955,1,1,1,54,31,139,-23.667226258658058,-8.42777888444416,-31.93325403770606
2956,1,1,1,55,29,107,-26.9061665769062,-7.958992030530596,-23.419267494769095
2957,1,1,1,50,22,95,-21.675818417018636,-5.807828001598649,-22.30808948749151
2958,1,1,1,54,30,113,-26.72133269689249,-7.6120135006134175,-35.023042732994384
2959,1,1,0,47,23,201,-22.912085862303023,-5.81020866135186,-70.58993580548793
2960,1,1,0,50,23,201,-22.843145768341994,-6.040807862721143,-217.2781786734201
2961,1,0,0,72,201,0,-25.65003007766839,-292.765174219189,0.0
2962,0,0,0,201,0,0,-69.06140935061875,0.0,0.0
2963,1,0,0,50,201,0,-24.343666864014338,-172.6512418485132,0.0
2964,1,1,1,56,32,108,-24.483442831986217,-9.293412101824085,-29.842989952458666
2965,1,0,0,55,201,0,-24.457447269431572,-121.90261952785606,0.0
2966,1,1,1,53,53,95,-26.615481615613618,-20.04924618892856,-21.306646508848306
2967,1,0,0,51,201,0,-25.186225639309004,-126.62167138176596,0.0
2968,1,1,1,71,50,78,-24.88677538148097,-14.3943035437632,-15.38321142399002
2969,1,0,0,47,201,0,-22.623835181064653,-181.16320054659874,0.0
2970,1,1,1,48,37,106,-19.936146089620923,-9.766434148754662,-25.428403065376248
2971,1,0,0,61,201,0,-27.19276810347585,-145.03960042875423,0.0
2972,1,0,0,74,201,0,-27.00583745390112,-115.78991063808837,0.0
2973,1,0,0,55,201,0,-26.120239933900404,-131.81293553535647,0.0
2974,1,1,1,50,26,92,-25.152107003858035,-7.666541795540319,-20.584176101677485
2975,1,0,0,52,201,0,-25.029248356426745,-193.4783833563016,0.0
2976,1,1,1,53,84,98,-24.22501106195422,-38.57880455518274,-23.666101981386365
2977,1,0,0,54,201,0,-24.39526856158159,-198.89882491379277,0.0
2978,1,1,1,55,40,90,-25.145907829855492,-12.578726104189506,-19.774918292978334
2979,1,0,0,49,201,0,-20.27162647560726,-154.59130056533917,0.0
2980,1,0,0,54,201,0,-26.886124304066186,-209.9241544413757,0.0
2981,1,0,0,51,201,0,-24.714163400105484,-125.7533819173148,0.0
2982,1,0,0,54,201,0,-24.560648546472915,-131.43845761806335,0.0
2983,1,0,0,46,201,0,-21.496991947437355,-176.7549406259698,0.0
2984,1,1,0,46,17,201,-23.72641552981663,-4.459260143369017,-71.80965745218222
2985,1,1,1,55,24,113,-24.923360825901668,-6.826884725361559,-30.263073840640082
2986,1,0,0,54,201,0,-24.654335910970918,-107.68593070451011,0.0
2987,1,1,1,57,22,85,-28.74137911371217,-5.706972076755624,-14.445522826261193
2988,1,1,1,50,36,103,-23.581998986885843,-10.566466674702367,-20.35080961408491
2989,1,0,0,50,201,0,-22.152246616201978,-121.99537470639645,0.0
2990,1,1,1,77,39,97,-25.360738713810626,-10.64452677818113,-23.868427783101506
2991,1,1,0,48,21,201,-21.312155364288692,-5.476794128221211,-39.13748054574759
2992,1,1,1,56,23,126,-26.971432542457737,-5.677497119809217,-28.70507615720617
2993,1,1,0,48,24,201,-22.602992678951587,-6.766861070935309,-56.78302582891808
2994,1,1,1,61,32,161,-26.810123708289225,-8.654141781094193,-29.141873413856597
2995,1,0,0,48,201,0,-22.916715159549128,-178.34323511128812,0.0
2996,1,0,0,54,201,0,-26.6201744296588,-120.96409178499164,0.0
2997,1,0,0,48,201,0,-21.10959733900951,-124.8283970412943,0.0
2998,1,1,1,50,36,110,-22.3090931140153,-10.135344778561448,-26.141622706741007
2999,1,1,1,68,34,191,-25.474116558633007,-9.861459237238734,-37.61039220774142
3000,1,0,0,46,201,0,-23.6741275335592,-198.00497548889072,0.0
3001,0,0,0,201,0,0,-54.296099145187384,0.0,0.0
3002,1,1,1,58,46,87,-23.33866575902465,-16.293205699060653,-18.33913236939535
3003,1,1,1,53,36,109,-24.101813450332624,-9.885608217897996,-26.05509843342471
3004,1,0,0,161,201,0,-35.53819884590918,-113.95658242705473,0.0
3005,1,1,1,54,35,86,-24.645142925934557,-9.08411766771473,-17.12683496991726
3006,1,1,1,77,44,101,-26.887357232066986,-13.534499902741281,-23.634336632679567
3007,1,1,1,98,54,137,-25.82374451960051,-17.442334241093167,-35.04042326756961
3008,1,1,0,56,39,201,-26.721383117268033,-11.102909235020023,-42.86515049614014
3009,1,1,1,46,23,133,-21.747596027734417,-5.871163982684044,-25.38292970831287
3010,1,1,1,53,28,110,-23.99276745973235,-7.191691413140262,-26.627314334310135
3011,0,0,0,201,0,0,-70.50413510376968,0.0,0.0
3012,1,0,0,52,201,0,-23.23470845670404,-253.97558555701292,0.0
3013,1,0,0,51,201,0,-22.97238138024642,-149.69264904528708,0.0
3014,1,1,1,133,40,92,-30.053906930966207,-12.2979227810278,-22.29611074642589
3015,1,1,1,51,45,93,-22.447513717706677,-14.526910092457454,-20.521650812259526
3016,1,0,0,50,201,0,-22.35381503693861,-127.66604296872836,0.0
3017,1,1,0,51,23,201,-23.87383500862815,-6.137706364120178,-56.13948751965334
3018,1,0,0,47,201,0,-20.716930429638417,-154.23416036241443,0.0
3019,1,0,0,53,201,0,-25.420220634320643,-202.58813320139598,0.0
3020,1,0,0,54,201,0,-25.457095024698305,-132.92765779817958,0.0
3021,1,0,0,56,201,0,-25.334220171183702,-195.71926657229542,0.0
3022,1,1,1,53,24,166,-24.493090797341008,-5.718297359769772,-24.883607425326108
3023,1,1,1,51,62,94,-21.11463090875612,-23.728818655392022,-19.962248353853575
3024,1,0,0,52,201,0,-26.52899962968719,-123.36225801510184,0.0
3025,1,1,1,50,50,98,-23.149621831222696,-18.38397375072537,-18.441667122603608
3026,1,1,1,55,42,114,-25.38025311866552,-13.705895612166692,-22.00986807091851
3027,1,0,0,56,201,0,-24.998355529076026,-121.24212076688794,0.0
3028,1,1,1,54,36,113,-23.97405820598618,-9.90818528268357,-24.438882989744485
3029,1,1,0,48,19,201,-22.768298651350094,-5.164414787394495,-55.75200107480984
3030,1,1,1,53,37,78,-20.276950327233568,-11.06825842892344,-16.219444498725853
3031,0,0,0,201,0,0,-55.67835047641158,0.0,0.0
3032,1,0,0,50,201,0,-23.301540783969756,-159.3306634076987,0.0
3033,1,0,0,52,201,0,-22.48496311240786,-130.59603758551845,0.0
3034,1,1,1,61,57,91,-24.971657345556583,-19.398343801617646,-18.614740522671564
3035,1,0,0,53,201,0,-23.9197791476416,-176.40332563797,0.0
3036,0,0,0,201,0,0,-117.20567734974561,0.0,0.0
3037,1,1,1,58,69,93,-23.235033716356178,-23.054380455143374,-21.88957959355183
3038,1,0,0,52,201,0,-24.40271462384851,-91.45806900191646,0.0
3039,0,0,0,201,0,0,-38.81565541701283,0.0,0.0
3040,1,1,0,51,25,201,-24.276070291097927,-6.526438376856351,-139.66445077422875
3041,1,1,1,52,25,72,-24.833165002044243,-6.732890298489154,-13.906949794396581
3042,1,1,1,126,33,161,-31.66239187281383,-9.40853401428512,-27.583198005449113
3043,1,0,0,55,201,0,-26.048300281989327,-152.11328015165319,0.0
3044,1,0,0,162,201,0,-37.24195885702826,-122.66259794632997,0.0
3045,1,0,0,48,201,0,-21.671829060250232,-210.93526664409544,0.0
3046,1,1,1,111,97,161,-28.433992820961112,-35.07311352812212,-31.46914760015084
3047,1,1,1,56,44,151,-24.4606933756484,-13.996202189440723,-36.266062226166646
3048,1,1,1,65,36,126,-25.29034795046271,-10.159680212012937,-25.300619969026048
3049,1,0,0,67,201,0,-25.852993524424026,-158.29073320672256,0.0
3050,1,1,0,46,31,201,-22.968663337798134,-7.666172711625539,-34.874175181756065
3051,1,0,0,50,201,0,-24.5224968501881,-137.9970277876085,0.0
3052,1,1,0,55,53,201,-22.75179965353727,-18.580257735864205,-52.56060874283486
3053,1,0,0,57,201,0,-22.19685462887218,-117.12939289050972,0.0
3054,1,0,0,51,201,0,-17.846714226889205,-135.5251269554435,0.0
3055,1,1,1,51,37,109,-22.586997090518818,-10.012450475512207,-25.224692173884556
3056,1,0,0,50,201,0,-24.71437724597353,-122.82699618931095,0.0
3057,1,1,1,49,38,123,-21.749117252118783,-10.98102692257382,-25.70899210491222
3058,1,0,0,53,201,0,-23.26360019244929,-216.7874646307764,0.0
3059,1,0,0,57,201,0,-25.367690316516367,-128.4235083051888,0.0
3060,1,0,0,76,201,0,-25.856343997429278,-118.46648557832462,0.0
3061,1,1,1,48,26,183,-21.038447346872292,-8.162441490054805,-40.495356577129186
3062,0,0,0,201,0,0,-79.17264523270617,0.0,0.0
3063,1,0,0,54,201,0,-25.746930804105535,-131.74727230930694,0.0
3064,1,1,1,50,40,86,-23.02353202924828,-11.717053474641784,-18.465949867178768
3065,1,0,0,47,201,0,-23.15246328066074,-291.7666662350114,0.0
3066,1,1,1,80,41,120,-29.4115160822204,-11.904622659201014,-27.493717175474924
3067,1,0,0,52,201,0,-23.03061142968243,-148.9236921734638,0.0
3068,1,0,0,49,201,0,-23.934171449482157,-230.98132893124512,0.0
3069,1,0,0,78,201,0,-29.371258595500713,-90.61352312911426,0.0
3070,1,0,0,47,201,0,-21.87410872332114,-124.08068142457712,0.0
3071,1,1,0,53,32,201,-23.152357915727322,-10.739820836622943,-41.185598425000514
3072,1,0,0,50,201,0,-21.673416103162907,-127.30586511020695,0.0
3073,1,0,0,54,201,0,-23.394362238626048,-118.73709561566929,0.0
3074,1,1,0,47,21,201,-22.324239009182126,-5.5622732317554675,-73.13486114223565
3075,1,1,1,47,27,112,-22.099432521075865,-6.548149007119019,-24.55214644490084
3076,1,0,0,53,201,0,-20.638208161636104,-122.7229090252949,0.0
3077,1,1,1,55,39,103,-24.007252980934094,-12.283372049567905,-21.42049886725453
3078,1,1,1,47,21,42,-23.59824164403515,-5.19711450573165,-8.705472040618233
3079,1,1,1,51,35,95,-22.681808251828215,-8.83794141563223,-20.029193601560248
3080,1,1,1,56,35,155,-27.138494391978504,-10.45053838588531,-40.68695501480902
3081,1,1,1,45,31,107,-19.924405105595465,-7.754854463050853,-30.109750807048954
3082,1,0,0,64,201,0,-27.952848722374444,-108.58709234082919,0.0
3083,1,1,0,56,24,201,-26.533409488731866,-6.698749118049837,-113.48140321246876
3084,1,0,0,59,201,0,-26.359597093281536,-257.53011825736587,0.0
3085,1,1,1,154,100,133,-31.096553498077945,-36.82491193178103,-30.587341600615602
3086,1,0,0,52,201,0,-22.47531624667857,-152.49715095603133,0.0
3087,1,1,1,55,42,101,-23.767948555220002,-14.01798568551262,-20.863962160376698
3088,1,0,0,52,201,0,-25.117317794050372,-161.3509933738876,0.0
3089,1,0,0,49,201,0,-22.553149957114115,-119.57754104726273,0.0
3090,1,1,0,48,32,201,-21.96739159878749,-8.352781935642257,-43.79694553781641
3091,1,0,0,52,201,0,-24.58762074312926,-119.2683757853987,0.0
3092,1,1,0,61,36,201,-23.847046977042055,-10.285634300636122,-58.26860683152442
3093,0,0,0,201,0,0,-50.220735460363926,0.0,0.0
3094,1,0,0,52,201,0,-26.143470052181225,-124.04686104245476,0.0
3095,1,0,0,55,201,0,-25.050500139850882,-120.77464140016029,0.0
3096,1,1,1,51,46,117,-24.448369074618576,-16.16811729252959,-25.83969069804941
3097,1,1,1,51,39,105,-23.676131946809345,-10.518313223148546,-22.573833990437688
3098,1,0,0,50,201,0,-23.56304199485307,-243.6763692720037,0.0
3099,0,0,0,201,0,0,-45.484902354003125,0.0,0.0
3100,1,0,0,47,201,0,-22.157164658645904,-185.21171497973396,0.0
3101,1,0,0,51,201,0,-25.051049522971304,-81.74750081461491,0.0
3102,1,1,0,51,28,201,-22.542271208984594,-8.39848416126344,-40.37408251616184
3103,1,0,0,69,201,0,-26.140309924686658,-127.44861176160316,0.0
3104,1,0,0,46,201,0,-22.972248007922257,-126.35329236466616,0.0
3105,0,0,0,201,0,0,-47.706711895489654,0.0,0.0
3106,1,1,0,44,20,201,-22.1098816243271,-5.407218420912107,-69.88896300166202
3107,1,0,0,55,201,0,-24.771864065366053,-118.431637119071,0.0
3108,1,0,0,49,201,0,-20.956764099341022,-291.4346187649074,0.0
3109,1,0,0,47,201,0,-23.734960364428538,-181.25685709197225,0.0
3110,1,0,0,51,201,0,-22.406546211526543,-202.95514431317613,0.0
3111,1,1,1,58,28,171,-28.306895114483268,-7.162882914990079,-32.083436744816815
3112,1,0,0,52,201,0,-22.4179314590572,-122.51133167439694,0.0
3113,1,0,0,61,201,0,-23.53042391184836,-169.74186667402674,0.0
3114,1,0,0,59,201,0,-24.569065405661444,-122.15246566466898,0.0
3115,1,0,0,56,201,0,-22.729204204147802,-121.87675288512291,0.0
3116,1,0,0,48,201,0,-23.69877391356912,-131.5915984801158,0.0
3117,1,1,1,84,132,126,-26.417070354134086,-49.29184809724129,-25.48077186998127
3118,1,1,0,45,24,201,-21.920852711060654,-6.183775825659916,-42.229085671230386
3119,1,0,0,62,201,0,-22.908146882244043,-111.6541218201262,0.0
3120,1,1,1,49,41,108,-23.03840616757909,-12.53637794876546,-25.88712790889283
3121,1,0,0,48,201,0,-22.951320630426792,-124.9644189338615,0.0
3122,1,0,0,51,201,0,-25.247422166255134,-140.82658538080972,0.0
3123,1,0,0,52,201,0,-23.007988591758537,-188.7586344275196,0.0
3124,1,0,0,46,201,0,-21.696358497263784,-200.998208941931,0.0
3125,1,1,1,51,37,85,-23.57845596683368,-11.268087096659057,-19.238739462285068
3126,1,1,1,52,26,144,-23.49530454705254,-7.202507176052395,-43.15623814388615
3127,1,1,1,49,46,134,-22.22374580450336,-15.237616040151579,-33.86743068901224
3128,1,1,1,71,24,80,-26.172190249721655,-6.953808317194442,-17.31427071495331
3129,1,0,0,52,201,0,-23.454336141439434,-258.8462346899911,0.0
3130,1,0,0,57,201,0,-23.94786103728913,-113.21642894532391,0.0
3131,1,0,0,54,201,0,-25.472820844360054,-119.7751137805368,0.0
3132,1,0,0,52,201,0,-21.562037670462644,-121.20449052193455,0.0
3133,1,0,0,56,201,0,-27.516204680292702,-145.813408946578,0.0
3134,1,1,1,51,26,92,-22.111143669611415,-6.082819725363716,-15.430158022317604
3135,1,0,0,55,201,0,-24.899681112265945,-123.88775794839395,0.0
3136,1,0,0,57,201,0,-22.52971180678587,-159.43051019493092,0.0
3137,1,1,1,51,40,96,-22.568460138392098,-13.873871084164964,-21.066140433855665
3138,1,0,0,48,201,0,-22.308782337978617,-333.794536650828,0.0
3139,1,0,0,48,201,0,-24.097171920713265,-180.22772839531325,0.0
3140,1,0,0,54,201,0,-23.45639005742694,-159.20718489737857,0.0
3141,1,0,0,48,201,0,-22.8153232454847,-268.6717585732106,0.0
3142,1,1,1,46,19,145,-23.036167829418922,-5.2597219328931715,-27.448130632440606
3143,1,0,0,51,201,0,-22.903679886752876,-120.48923865719439,0.0
3144,1,1,1,109,93,191,-29.50075624783302,-33.10425487840519,-47.18882347309255
3145,1,1,0,50,21,201,-24.175153626536773,-5.3725019891106,-59.49753990223268
3146,1,1,1,57,35,111,-26.285207205664953,-10.864153503907259,-29.181860207537643
3147,1,1,1,53,27,111,-23.963665353370168,-7.337336641521744,-23.318586883146693
3148,1,0,0,51,201,0,-23.05409200274512,-141.21262797210255,0.0
3149,1,1,1,53,35,95,-24.963964916129772,-10.86510534491268,-18.062544463050376
3150,0,0,0,201,0,0,-44.133165716895505,0.0,0.0
3151,1,1,0,52,57,201,-24.056468348977603,-19.320849832689966,-40.241471057341315
3152,0,0,0,201,0,0,-54.14539288839768,0.0,0.0
3153,1,0,0,48,201,0,-21.343250675649394,-146.44467289295767,0.0
3154,1,1,1,72,62,93,-24.08440569479877,-20.735470808615123,-19.868653067488836
3155,1,1,1,50,36,109,-23.604638654825177,-9.91489695318463,-22.406252789922288
3156,1,0,0,56,201,0,-26.213481876793654,-118.41363201095747,0.0
3157,1,1,0,49,24,201,-25.463190397640112,-6.218709822501445,-65.80019573435361
3158,1,1,1,61,53,106,-25.748980173636912,-17.173420760843893,-23.349531836070987
3159,1,0,0,47,201,0,-21.827224787987983,-136.24904106382886,0.0
3160,0,0,0,201,0,0,-62.82257905384634,0.0,0.0
3161,1,1,1,51,38,93,-21.794016977532497,-10.938678406286158,-22.6358421649621
3162,1,1,1,51,25,104,-25.213266665319814,-6.787089104064058,-26.67208261037057
3163,1,0,0,56,201,0,-22.542194676389826,-123.6384555660379,0.0
3164,1,0,0,54,201,0,-24.764084558637357,-386.0844702878918,0.0
3165,1,1,1,52,20,106,-24.508767532520558,-5.380299036100696,-21.576723724199894
3166,1,1,1,48,25,102,-24.16782773825159,-7.285630212136406,-28.59446218543881
3167,1,0,0,54,201,0,-27.295110464681812,-131.64494086231383,0.0
3168,1,0,0,51,201,0,-25.42622223743551,-137.5017752625525,0.0
3169,1,0,0,51,201,0,-18.192406258187617,-114.11351467324157,0.0
3170,1,1,1,50,34,86,-22.14400301107177,-9.675660324773315,-17.411487455688892
3171,1,1,1,100,39,105,-29.379951758545054,-11.488249724559878,-23.048677438086205
3172,1,0,0,49,201,0,-23.372438141367507,-118.29280621064309,0.0
3173,1,1,1,49,22,76,-21.95146435122971,-5.7382100923792345,-21.942792393802854
3174,1,0,0,52,201,0,-26.136267641938602,-355.05699737376045,0.0
3175,1,1,1,49,39,94,-23.378835864925982,-10.514261492415075,-18.965668281422115
3176,1,1,0,63,47,201,-25.871428980628977,-15.588268169772281,-43.16181982446501
3177,1,1,1,62,30,117,-23.523040859206557,-7.154117686955212,-27.242025408348315
3178,1,1,0,47,22,201,-21.936992425515854,-5.412158562222346,-258.4482818052007
3179,1,1,1,49,36,107,-22.848182854363237,-9.401237754832108,-25.679663677005475
3180,1,0,0,51,201,0,-24.36846166631533,-120.72191640542944,0.0
3181,1,0,0,48,201,0,-24.142648797888416,-152.44880225623928,0.0
3182,1,0,0,53,201,0,-21.080984164869005,-120.22828115580529,0.0
3183,1,0,0,57,201,0,-24.28061798605486,-113.56285254944551,0.0
3184,1,1,1,52,23,105,-26.35564654076689,-5.998498949732219,-17.71219283826895
3185,1,1,1,52,28,163,-25.023665568365505,-7.8209553994586845,-37.65548232705071
3186,1,1,0,52,29,201,-23.33164281443327,-6.506283372053858,-32.667244880640816
3187,1,0,0,52,201,0,-23.454894798366954,-63.458083042024064,0.0
3188,1,0,0,52,201,0,-22.918977082497488,-109.96808311381744,0.0
3189,1,0,0,50,201,0,-22.501960806489777,-230.09673887743386,0.0
3190,1,0,0,60,201,0,-23.13333641561968,-178.9041686670574,0.0
3191,1,0,0,47,201,0,-22.452007919539337,-129.4725508986101,0.0
3192,1,0,0,55,201,0,-27.45811339256418,-142.0375668584626,0.0
3193,1,1,1,47,25,103,-23.400003360682188,-6.255554111381589,-19.73999063132855
3194,1,0,0,48,201,0,-17.345777521296757,-158.08579026255768,0.0
3195,1,1,1,53,20,124,-25.793063699927526,-5.902578101755362,-18.878045393297064
3196,1,1,1,124,48,96,-33.59734334871116,-14.885240229366332,-23.253163227113486
3197,1,0,0,50,201,0,-20.147163711340596,-118.49956141940488,0.0
3198,1,0,0,57,201,0,-27.341160600956023,-132.10312077360032,0.0
3199,1,0,0,48,201,0,-18.5735322658662,-193.20499404405638,0.0
3200,1,0,0,59,201,0,-25.614532369148492,-267.4430862056768,0.0
3201,1,0,0,50,201,0,-25.050829712216782,-204.0374988300702,0.0
3202,1,1,0,59,37,201,-26.258288099776177,-9.381797097610065,-37.216040754756996
3203,1,0,0,53,201,0,-25.937883706471045,-134.15069088022807,0.0
3204,1,1,1,51,30,127,-23.337183461741496,-8.894514567768242,-36.95118363233634
3205,1,1,1,52,42,108,-22.688727871547474,-13.284431510439138,-23.923396571842822
3206,1,1,1,49,42,137,-23.511736334659563,-13.47014850175164,-33.32133726358979
3207,1,1,1,54,42,96,-26.682606115755224,-13.059411239357756,-20.83028806324042
3208,0,0,0,201,0,0,-57.96815689952281,0.0,0.0
3209,1,1,1,59,32,115,-25.045267697842736,-9.378074476805432,-25.66445464817619
3210,1,0,0,53,201,0,-22.454763283710236,-91.15639808622062,0.0
3211,1,1,0,48,22,201,-22.503856242621293,-5.44807512748141,-105.70038115048827
3212,1,1,1,57,49,87,-25.15579561682092,-15.367570473258974,-19.399865909673437
3213,1,1,0,49,22,201,-20.017396924619035,-6.182570906612493,-39.88980576782229
3214,1,1,0,51,23,201,-24.225285249888987,-6.428179992398664,-56.3833705384537
3215,1,1,1,54,34,156,-21.59141607968204,-11.720267498709713,-48.114640129027606
3216,1,1,0,55,31,201,-25.34870142095461,-7.7741957283361405,-30.582228182736216
3217,1,0,0,62,201,0,-24.20096745946728,-121.56592902778267,0.0
3218,1,0,0,53,201,0,-25.448304759379145,-195.8136561213061,0.0
3219,1,1,1,53,43,107,-23.184646918320297,-13.01807768019642,-24.869971414878616
3220,1,1,1,50,36,141,-23.354507413553236,-9.418022095350961,-28.1065069389802
3221,0,0,0,201,0,0,-37.18106406093841,0.0,0.0
3222,1,1,1,53,26,117,-23.4555023934899,-6.656518393358767,-27.162476007596734
3223,1,1,1,55,42,113,-24.209530771565177,-11.971354017560714,-28.171036212812893
3224,1,1,1,54,45,199,-21.520442166816483,-14.009921229991347,-35.1936209330987
3225,1,0,0,50,201,0,-24.503043432675575,-122.52053131335555,0.0
3226,1,0,0,47,201,0,-23.039719652854256,-164.09862529989474,0.0
3227,1,0,0,49,201,0,-23.206930272187865,-99.61530157820125,0.0
3228,1,1,1,50,20,75,-24.952716986928923,-5.235716213304599,-18.487236551511216
3229,1,0,0,50,201,0,-24.61039833223133,-137.87924592627343,0.0
3230,1,0,0,54,201,0,-22.360336004412115,-234.25256018921894,0.0
3231,1,1,1,79,101,74,-24.71291998162777,-44.54930502875303,-13.993262181334163
3232,1,1,0,47,21,201,-22.162643334317316,-5.09025656305291,-73.56703095112431
3233,1,1,0,45,19,201,-21.713037254391164,-5.021514239458698,-75.37404375744399
3234,1,1,0,50,32,201,-23.701936263700095,-7.711178372654033,-51.15611615589008
3235,1,0,0,49,201,0,-23.219192158114026,-122.62460454389229,0.0
3236,1,1,1,47,46,179,-23.420959245633124,-15.434258170927743,-28.840287545410025
3237,1,0,0,52,201,0,-24.24745519156894,-146.75942994483083,0.0
3238,1,0,0,53,201,0,-23.990939284977518,-123.34383011365065,0.0
3239,1,0,0,52,201,0,-24.84588750143499,-117.21372044495732,0.0
3240,1,1,1,55,28,102,-21.924210175856743,-5.776468419439056,-26.785453405588033
3241,1,0,0,47,201,0,-22.5374499948717,-147.67225006312023,0.0
3242,1,1,1,45,21,141,-20.372405654337673,-5.226355563320729,-24.942092236304305
3243,1,0,0,48,201,0,-22.83077603633303,-148.17339093414415,0.0
3244,0,0,0,201,0,0,-140.21459907679514,0.0,0.0
3245,1,0,0,52,201,0,-23.266794002869197,-146.71683171837708,0.0
3246,1,0,0,93,201,0,-27.206061291614184,-115.46247121813859,0.0
3247,1,1,1,65,34,81,-25.612822065024293,-10.300675126410134,-16.034495136619466
3248,1,1,1,56,35,175,-24.270655069415632,-10.751994897799777,-42.63950239817158
3249,1,1,0,54,38,201,-21.774765789388347,-11.465395277384264,-59.710277297620266
3250,1,1,0,83,43,201,-28.628245096546078,-12.934883136000446,-47.429777831234986
3251,1,0,0,59,201,0,-25.10709302773298,-117.88791933075773,0.0
3252,1,1,1,51,44,117,-22.064512559099345,-13.637874492905794,-26.223790624693542
3253,1,1,1,55,34,115,-22.13296134279649,-8.827156798632668,-24.12951572219859
3254,1,0,0,50,201,0,-24.21953951602468,-128.17336921618818,0.0
3255,1,0,0,49,201,0,-21.32155012858315,-120.17277806059175,0.0
3256,1,1,1,59,63,88,-24.558518793067215,-22.098490952629916,-19.23106262072363
3257,1,0,0,48,201,0,-20.795064355378972,-186.81302077916908,0.0
3258,1,0,0,54,201,0,-22.832406287411914,-98.99334005239159,0.0
3259,1,0,0,50,201,0,-24.393047309291408,-191.4812679534456,0.0
3260,1,1,1,50,34,101,-23.63463522525519,-8.702668834430089,-22.40324285818373
3261,1,0,0,51,201,0,-23.308555882256147,-115.46698988921322,0.0
3262,1,1,1,192,86,90,-54.307102559290115,-29.298384745842217,-18.54410230641038
3263,1,0,0,54,201,0,-23.69586688357505,-80.70916784006829,0.0
3264,1,1,1,52,38,96,-22.483437276216083,-10.62560273436462,-22.02140930257026
3265,1,1,0,55,22,201,-23.3536028450228,-6.0196750955493625,-47.83536181668985
3266,1,0,0,50,201,0,-22.646096869546547,-130.07687028652356,0.0
3267,1,0,0,50,201,0,-25.393387031357832,-281.99975037288925,0.0
3268,1,0,0,180,201,0,-37.772944306287485,-127.77653841457699,0.0
3269,1,1,1,50,24,107,-22.54481162714092,-5.800999980555192,-20.26399377160096
3270,1,0,0,54,201,0,-23.583273565138864,-170.51819226307902,0.0
3271,1,1,1,47,24,104,-23.313919895852,-6.554073937702709,-22.18744389166821
3272,1,0,0,52,201,0,-23.622039936365027,-118.00891861957244,0.0
3273,1,1,1,47,30,121,-20.90889250145749,-7.989561721404586,-27.616488243946062
3274,1,1,1,88,36,82,-26.0827675681666,-9.763724356472771,-16.798574562234826
3275,1,0,0,86,201,0,-24.19410371883563,-150.09576626829545,0.0
3276,1,1,1,53,53,128,-24.421336502815073,-19.101521463888286,-28.87820903410314
3277,1,1,1,51,96,123,-24.584969033331653,-17.241278336659892,-33.072814545672436
