,success_rate,timesteps_till_end,reward_gained,distance_covered
0,1,553,47.896545260043766,2.0279555303265475
1,1,555,47.906795313125514,2.0279555303265475
2,1,555,47.906795313125514,2.0279555303265475
3,1,555,47.906795313125514,2.0279555303265475
4,1,555,47.906795313125514,2.0279555303265475
5,1,555,47.906795313125514,2.0279555303265475
6,1,555,47.906795313125514,2.0279555303265475
7,1,555,47.906795313125514,2.0279555303265475
8,1,555,47.906795313125514,2.0279555303265475
9,1,555,47.906795313125514,2.0279555303265475
10,1,555,47.906795313125514,2.0279555303265475
11,1,555,47.906795313125514,2.0279555303265475
12,1,555,47.906795313125514,2.0279555303265475
13,1,555,47.906795313125514,2.0279555303265475
14,1,555,47.906795313125514,2.0279555303265475
15,1,555,47.906795313125514,2.0279555303265475
16,1,555,47.906795313125514,2.0279555303265475
17,1,555,47.906795313125514,2.0279555303265475
18,1,555,47.906795313125514,2.0279555303265475
19,1,555,47.906795313125514,2.0279555303265475
20,1,555,47.906795313125514,2.0279555303265475
21,1,555,47.906795313125514,2.0279555303265475
22,1,555,47.906795313125514,2.0279555303265475
23,1,555,47.906795313125514,2.0279555303265475
24,1,555,47.906795313125514,2.0279555303265475
25,1,555,47.906795313125514,2.0279555303265475
26,1,555,47.906795313125514,2.0279555303265475
27,1,555,47.906795313125514,2.0279555303265475
28,1,555,47.906795313125514,2.0279555303265475
29,1,555,47.906795313125514,2.0279555303265475
30,1,555,47.906795313125514,2.0279555303265475
31,1,555,47.906795313125514,2.0279555303265475
32,1,555,47.906795313125514,2.0279555303265475
33,1,555,47.906795313125514,2.0279555303265475
34,1,555,47.906795313125514,2.0279555303265475
35,1,555,47.906795313125514,2.0279555303265475
36,1,555,47.906795313125514,2.0279555303265475
37,1,555,47.906795313125514,2.0279555303265475
38,1,555,47.906795313125514,2.0279555303265475
39,1,555,47.906795313125514,2.0279555303265475
40,1,555,47.906795313125514,2.0279555303265475
41,1,555,47.906795313125514,2.0279555303265475
42,1,555,47.906795313125514,2.0279555303265475
43,1,555,47.906795313125514,2.0279555303265475
44,1,555,47.906795313125514,2.0279555303265475
45,1,555,47.906795313125514,2.0279555303265475
46,1,555,47.906795313125514,2.0279555303265475
47,1,555,47.906795313125514,2.0279555303265475
48,1,555,47.906795313125514,2.0279555303265475
49,1,555,47.906795313125514,2.0279555303265475
50,1,555,47.906795313125514,2.0279555303265475
51,1,555,47.906795313125514,2.0279555303265475
52,1,555,47.906795313125514,2.0279555303265475
53,1,555,47.906795313125514,2.0279555303265475
54,1,555,47.906795313125514,2.0279555303265475
55,1,555,47.906795313125514,2.0279555303265475
56,1,555,47.906795313125514,2.0279555303265475
57,1,555,47.906795313125514,2.0279555303265475
58,1,555,47.906795313125514,2.0279555303265475
59,1,555,47.906795313125514,2.0279555303265475
60,1,555,47.906795313125514,2.0279555303265475
61,1,555,47.906795313125514,2.0279555303265475
62,1,555,47.906795313125514,2.0279555303265475
63,1,555,47.906795313125514,2.0279555303265475
64,1,555,47.906795313125514,2.0279555303265475
65,1,555,47.906795313125514,2.0279555303265475
66,1,555,47.906795313125514,2.0279555303265475
67,1,555,47.906795313125514,2.0279555303265475
68,1,555,47.906795313125514,2.0279555303265475
69,1,555,47.906795313125514,2.0279555303265475
70,1,555,47.906795313125514,2.0279555303265475
71,1,555,47.906795313125514,2.0279555303265475
72,1,555,47.906795313125514,2.0279555303265475
73,1,555,47.906795313125514,2.0279555303265475
74,1,555,47.906795313125514,2.0279555303265475
75,1,555,47.906795313125514,2.0279555303265475
76,1,555,47.906795313125514,2.0279555303265475
77,1,555,47.906795313125514,2.0279555303265475
78,1,555,47.906795313125514,2.0279555303265475
79,1,555,47.906795313125514,2.0279555303265475
80,1,555,47.906795313125514,2.0279555303265475
81,1,555,47.906795313125514,2.0279555303265475
82,1,555,47.906795313125514,2.0279555303265475
83,1,555,47.906795313125514,2.0279555303265475
84,1,555,47.906795313125514,2.0279555303265475
85,1,555,47.906795313125514,2.0279555303265475
86,1,555,47.906795313125514,2.0279555303265475
87,1,555,47.906795313125514,2.0279555303265475
88,1,555,47.906795313125514,2.0279555303265475
89,1,555,47.906795313125514,2.0279555303265475
90,1,555,47.906795313125514,2.0279555303265475
91,1,555,47.906795313125514,2.0279555303265475
92,1,555,47.906795313125514,2.0279555303265475
93,1,555,47.906795313125514,2.0279555303265475
94,1,555,47.906795313125514,2.0279555303265475
95,1,555,47.906795313125514,2.0279555303265475
96,1,555,47.906795313125514,2.0279555303265475
97,1,555,47.906795313125514,2.0279555303265475
98,1,555,47.906795313125514,2.0279555303265475
99,1,555,47.906795313125514,2.0279555303265475
100,1,555,47.906795313125514,2.0279555303265475
101,1,555,47.906795313125514,2.0279555303265475
102,1,555,47.906795313125514,2.0279555303265475
103,1,555,47.906795313125514,2.0279555303265475
104,1,555,47.906795313125514,2.0279555303265475
105,1,555,47.906795313125514,2.0279555303265475
106,1,555,47.906795313125514,2.0279555303265475
107,1,555,47.906795313125514,2.0279555303265475
108,1,555,47.906795313125514,2.0279555303265475
109,1,555,47.906795313125514,2.0279555303265475
110,1,555,47.906795313125514,2.0279555303265475
111,1,555,47.906795313125514,2.0279555303265475
112,1,555,47.906795313125514,2.0279555303265475
113,1,555,47.906795313125514,2.0279555303265475
114,1,555,47.906795313125514,2.0279555303265475
115,1,555,47.906795313125514,2.0279555303265475
116,1,555,47.906795313125514,2.0279555303265475
117,1,555,47.906795313125514,2.0279555303265475
118,1,555,47.906795313125514,2.0279555303265475
119,1,555,47.906795313125514,2.0279555303265475
120,1,555,47.906795313125514,2.0279555303265475
121,1,555,47.906795313125514,2.0279555303265475
122,1,555,47.906795313125514,2.0279555303265475
123,1,555,47.906795313125514,2.0279555303265475
124,1,555,47.906795313125514,2.0279555303265475
125,1,555,47.906795313125514,2.0279555303265475
126,1,555,47.906795313125514,2.0279555303265475
127,1,555,47.906795313125514,2.0279555303265475
128,1,555,47.906795313125514,2.0279555303265475
129,1,555,47.906795313125514,2.0279555303265475
130,1,555,47.906795313125514,2.0279555303265475
131,1,555,47.906795313125514,2.0279555303265475
132,1,555,47.906795313125514,2.0279555303265475
133,1,555,47.906795313125514,2.0279555303265475
134,1,555,47.906795313125514,2.0279555303265475
135,1,555,47.906795313125514,2.0279555303265475
136,1,555,47.906795313125514,2.0279555303265475
137,1,555,47.906795313125514,2.0279555303265475
138,1,555,47.906795313125514,2.0279555303265475
139,1,555,47.906795313125514,2.0279555303265475
140,1,555,47.906795313125514,2.0279555303265475
141,1,555,47.906795313125514,2.0279555303265475
142,1,555,47.906795313125514,2.0279555303265475
143,1,555,47.906795313125514,2.0279555303265475
144,1,555,47.906795313125514,2.0279555303265475
145,1,555,47.906795313125514,2.0279555303265475
146,1,555,47.906795313125514,2.0279555303265475
147,1,555,47.906795313125514,2.0279555303265475
148,1,555,47.906795313125514,2.0279555303265475
149,1,555,47.906795313125514,2.0279555303265475
150,1,555,47.906795313125514,2.0279555303265475
151,1,555,47.906795313125514,2.0279555303265475
152,1,555,47.906795313125514,2.0279555303265475
153,1,555,47.906795313125514,2.0279555303265475
154,1,555,47.906795313125514,2.0279555303265475
155,1,555,47.906795313125514,2.0279555303265475
156,1,555,47.906795313125514,2.0279555303265475
157,1,555,47.906795313125514,2.0279555303265475
158,1,555,47.906795313125514,2.0279555303265475
159,1,555,47.906795313125514,2.0279555303265475
160,1,555,47.906795313125514,2.0279555303265475
161,1,555,47.906795313125514,2.0279555303265475
162,1,555,47.906795313125514,2.0279555303265475
163,1,555,47.906795313125514,2.0279555303265475
164,1,555,47.906795313125514,2.0279555303265475
165,1,555,47.906795313125514,2.0279555303265475
166,1,555,47.906795313125514,2.0279555303265475
167,1,555,47.906795313125514,2.0279555303265475
168,1,555,47.906795313125514,2.0279555303265475
169,1,555,47.906795313125514,2.0279555303265475
170,1,555,47.906795313125514,2.0279555303265475
171,1,555,47.906795313125514,2.0279555303265475
172,1,555,47.906795313125514,2.0279555303265475
173,1,555,47.906795313125514,2.0279555303265475
174,1,555,47.906795313125514,2.0279555303265475
175,1,555,47.906795313125514,2.0279555303265475
176,1,555,47.906795313125514,2.0279555303265475
177,1,555,47.906795313125514,2.0279555303265475
178,1,555,47.906795313125514,2.0279555303265475
179,1,555,47.906795313125514,2.0279555303265475
180,1,555,47.906795313125514,2.0279555303265475
181,1,555,47.906795313125514,2.0279555303265475
182,1,555,47.906795313125514,2.0279555303265475
183,1,555,47.906795313125514,2.0279555303265475
184,1,555,47.906795313125514,2.0279555303265475
185,1,555,47.906795313125514,2.0279555303265475
186,1,555,47.906795313125514,2.0279555303265475
187,1,555,47.906795313125514,2.0279555303265475
188,1,555,47.906795313125514,2.0279555303265475
189,1,555,47.906795313125514,2.0279555303265475
190,1,555,47.906795313125514,2.0279555303265475
191,1,555,47.906795313125514,2.0279555303265475
192,1,555,47.906795313125514,2.0279555303265475
193,1,555,47.906795313125514,2.0279555303265475
194,1,555,47.906795313125514,2.0279555303265475
195,1,555,47.906795313125514,2.0279555303265475
196,1,555,47.906795313125514,2.0279555303265475
197,1,555,47.906795313125514,2.0279555303265475
198,1,555,47.906795313125514,2.0279555303265475
199,1,555,47.906795313125514,2.0279555303265475
200,1,555,47.906795313125514,2.0279555303265475
201,1,555,47.906795313125514,2.0279555303265475
202,1,555,47.906795313125514,2.0279555303265475
203,1,555,47.906795313125514,2.0279555303265475
204,1,555,47.906795313125514,2.0279555303265475
205,1,555,47.906795313125514,2.0279555303265475
206,1,555,47.906795313125514,2.0279555303265475
